account_id,customer_id,account_type,open_date,credit_limit,status,branch_code
ACC-00000868,CUST-1000868,checking,2024-09-10,0,active,BR-112
ACC-00000870,CUST-1000870,loan,2023-10-19,13392,active,BR-152
ACC-00000874,CUST-1000874,savings,2021-03-07,0,closed,BR-127
ACC-00000878,CUST-1000878,savings,2024-02-26,0,active,BR-104
ACC-00000884,CUST-1000884,checking,2025-12-20,0,active,BR-101
ACC-00000885,CUST-1000885,credit_card,2020-05-23,33299,active,BR-196
ACC-00000888,CUST-1000888,checking,2023-12-03,0,active,BR-142
ACC-00000889,CUST-1000889,checking,2019-03-21,0,active,BR-190
ACC-00000893,CUST-1000893,credit_card,2022-03-12,7305,closed,
ACC-00000896,CUST-1000896,checking,2020-09-08,0,active,BR-153
ACC-00000898,CUST-1000898,credit_card,2024-01-14,33726,active,
ACC-00000899,CUST-1000899,checking,2024-11-15,0,active,
ACC-00000900,CUST-1000900,checking,2024-05-02,0,active,BR-148
ACC-00000904,CUST-1000904,savings,2025-07-28,0,active,BR-109
ACC-00000905,CUST-1000905,savings,2021-07-25,0,active,BR-167
ACC-00000906,CUST-1000906,credit_card,2024-10-26,19782,active,BR-118
ACC-00000908,CUST-1000908,checking,2025-11-07,0,active,BR-124
ACC-00000913,CUST-1000913,savings,2019-05-08,0,dormant,BR-150
ACC-00000914,CUST-1000914,savings,2021-12-14,0,active,BR-149
ACC-00000921,CUST-1000921,credit_card,2024-07-04,47550,suspended,BR-143
ACC-00000923,CUST-1000923,credit_card,2019-02-09,21566,active,BR-188
ACC-00000926,CUST-1000926,checking,2023-03-04,0,active,BR-103
ACC-00000934,CUST-1000934,savings,2022-09-15,0,active,BR-139
ACC-00000935,CUST-1000935,checking,2020-07-01,0,active,BR-193
ACC-00000936,CUST-1000936,checking,2025-03-29,0,closed,BR-127
ACC-00000939,CUST-1000939,checking,2021-04-19,0,suspended,BR-165
ACC-00000941,CUST-1000941,checking,2025-11-15,0,active,BR-139
ACC-00000942,CUST-1000942,savings,2023-07-31,0,active,BR-119
ACC-00000947,CUST-1000947,checking,2025-03-21,0,active,BR-106
ACC-00000949,CUST-1000949,credit_card,2021-04-13,24929,active,BR-147
ACC-00000950,CUST-1000950,savings,2021-09-28,0,active,BR-186
ACC-00000952,CUST-1000952,savings,2019-09-27,0,active,BR-183
ACC-00000953,CUST-1000953,checking,2021-05-16,0,active,BR-180
ACC-00000954,CUST-1000954,loan,2022-11-01,29820,active,BR-156
ACC-00000955,CUST-1000955,savings,2021-01-27,0,dormant,BR-194
ACC-00000958,CUST-1000958,checking,2023-11-06,0,active,BR-148
ACC-00000968,CUST-1000968,checking,2020-10-21,0,active,BR-139
ACC-00000970,CUST-1000970,savings,2025-10-14,0,active,BR-110
ACC-00000972,CUST-1000972,loan,2021-11-23,6552,closed,BR-155
ACC-00000973,CUST-1000973,credit_card,2021-05-18,1627,active,
ACC-00000974,CUST-1000974,checking,2024-01-27,0,active,BR-135
ACC-00000976,CUST-1000976,checking,2021-05-08,0,suspended,BR-125
ACC-00000978,CUST-1000978,checking,2019-02-01,0,active,BR-137
ACC-00000980,CUST-1000980,savings,2020-08-16,0,closed,
ACC-00000982,CUST-1000982,credit_card,2021-01-19,12989,closed,BR-195
ACC-00000985,CUST-1000985,credit_card,2023-02-26,14780,active,BR-123
ACC-00000986,CUST-1000986,savings,2023-09-21,0,active,BR-159
ACC-00000989,CUST-1000989,checking,2024-11-15,0,active,BR-156
ACC-00000991,CUST-1000991,credit_card,2024-06-29,35812,active,BR-108
ACC-00000992,CUST-1000992,savings,2025-01-20,0,active,
ACC-00000996,CUST-1000996,checking,2019-02-23,0,active,BR-138
