account_id,customer_id,account_type,open_date,credit_limit,status,branch_code,fico_score,credit_history_months,num_inquiries_6mo,num_delinquencies_24mo,credit_utilization_pct,num_active_credit_lines,annual_income,employment_status,employment_tenure_months,debt_to_income_ratio,age,zip_code,region,account_tenure_months,default_probability,defaulted,default_date,feat_avg_balance,feat_balance_std,feat_min_balance,feat_max_balance,feat_avg_ledger_balance,feat_total_overdrafts,feat_avg_monthly_overdrafts,feat_balance_trend,feat_num_transactions,feat_avg_transaction_amount,feat_transaction_amount_std,feat_total_transaction_volume,feat_num_debits,feat_total_debits,feat_num_credits,feat_total_credits,feat_credit_to_debit_ratio,feat_transactions_per_month,feat_spending_entertainment,feat_spending_fuel,feat_spending_grocery,feat_spending_healthcare,feat_spending_restaurant,feat_spending_retail,feat_spending_travel,feat_spending_utilities,feat_discretionary_spending,feat_essential_spending,feat_discretionary_ratio,feat_channel_atm,feat_channel_branch,feat_channel_mobile,feat_channel_online,feat_channel_phone,feat_digital_channel_pct,feat_num_txn_3mo,feat_avg_balance_3mo,feat_num_txn_6mo,feat_avg_balance_6mo,feat_num_txn_12mo,feat_avg_balance_12mo,feat_txn_trend,feat_balance_trend_3mo_vs_12mo,feat_days_since_last_txn
ACC-00001105,CUST-1001105,checking,2023-07-30,0,active,BR-120,668.0,50,0,1,8.1,3,34875.0,employed,27,15.2,34,80000,B,5,0.0689,0,,8087.581666666666,343.13392041106454,7652.75,8642.97,8072.788333333333,0,0.0,-150.19666666666672,9.0,10.549999999999997,123.39104931071782,94.94999999999997,7.0,-257.56,2.0,352.51,1.3686519645907749,1.8,44.82,16.06,95.86000000000001,26.06,0.0,0.0,0.0,0.0,44.82,121.92000000000002,0.2688017272400144,1.0,1.0,2.0,1.0,0.0,0.6,7.0,8012.483333333334,9.0,8087.581666666666,9.0,8087.581666666666,1.4615384615384615,-0.009284487247352074,12.0
ACC-00001106,CUST-1001106,checking,2023-04-16,0,active,BR-178,614.0,27,0,0,22.1,3,23558.0,employed,38,57.5,50,90046,A,8,0.0653,0,,1661.87,465.5403011286993,924.42,2507.18,1674.1577777777777,0,0.0,-502.22,10.0,-21.603,44.20973901001151,-216.03000000000003,9.0,-269.94,1.0,53.91,0.19971104689931093,1.25,0.0,24.32,111.92,3.58,22.39,71.89,0.0,0.0,94.28,115.5,0.4494232052626561,1.0,0.0,2.0,3.0,0.0,0.8333333333333334,5.0,1327.0566666666666,7.0,1492.05,10.0,1661.87,0.7142857142857143,-0.20134666770904117,31.0
ACC-00001107,CUST-1001107,checking,02/01/2023,0,suspended,BR-106,710.0,24,3,1,19.7,7,29780.0,unemployed,0,9.7,36,90064,A,11,0.0418,1,2024-06-05,7775.3436363636365,319.71359515268426,7254.54,8166.45,7811.425454545454,0,0.0,241.0920833333339,9.0,-28.901111111111113,76.18521714290188,-260.11,8.0,-317.64,1.0,57.53,0.18111698778491375,0.8181818181818182,0.0,8.98,248.76000000000002,0.0,0.0,6.55,0.0,0.0,6.55,248.76000000000002,0.02565508597391406,0.0,2.0,1.0,1.0,0.0,0.5,1.0,7950.683333333333,5.0,7941.058333333333,9.0,7775.3436363636365,-0.38461538461538464,0.022547832910800866,60.0
ACC-00001108,CUST-1001108,checking,2023-07-29,0,active,BR-147,720.0,97,1,0,19.9,4,37992.0,employed,78,10.6,56,70069,C,5,0.0481,1,2024-12-26,8211.921666666667,905.8706478833868,6666.53,9184.67,8209.861666666666,0,0.0,-1153.3833333333332,10.0,-43.269999999999996,63.875302478083555,-432.7,9.0,-479.62,1.0,46.92,0.09782744672866019,2.0,99.33999999999999,0.0,0.0,0.0,0.0,78.17,143.05,8.51,320.56,8.51,0.9741392408909959,2.0,0.0,1.0,2.0,1.0,0.5,8.0,7635.23,10.0,8211.921666666667,10.0,8211.921666666667,1.5714285714285714,-0.07021760222154001,2.0
ACC-00001109,CUST-1001109,savings,2023-03-23,0,active,BR-174,630.0,17,1,1,24.4,4,33347.0,employed,38,27.4,54,80047,B,9,0.093,1,2024-05-16,5331.838000000001,313.56791494737547,4858.05,5898.83,5362.625,0,0.0,102.89333333333343,7.0,6.435714285714288,59.866226944508774,45.05000000000001,5.0,-115.12,2.0,160.17000000000002,1.391330785267547,0.7777777777777778,0.0,9.55,22.93,0.0,0.0,0.0,0.0,0.0,0.0,22.93,0.0,1.0,0.0,0.0,2.0,0.0,0.6666666666666666,2.0,5403.863333333334,3.0,5434.599999999999,7.0,5331.838000000001,0.09090909090909091,0.013506004370155821,70.0
ACC-00001110,CUST-1001110,credit_card,2021-06-23,6356,active,BR-153,745.0,80,1,1,29.1,6,,employed,45,6.9,47,70053,C,30,0.0585,1,2024-04-05,-4226.894193548387,725.6936756041268,-5427.92,-2610.19,-4207.611935483871,0,0.0,-992.047023809524,9.0,277.88666666666666,843.3685667903446,2500.98,6.0,-190.61,3.0,2691.5899999999997,14.120927548397248,0.3,50.3,0.0,0.0,6.15,0.0,95.43,38.730000000000004,0.0,184.46,6.15,0.9677351660458527,2.0,1.0,2.0,1.0,0.0,0.5,1.0,-5122.936666666667,1.0,-4909.58,1.0,-4424.7716666666665,0.6,-0.15774989145019175,37.0
ACC-00001111,CUST-1001111,credit_card,2020-08-18,17482,closed,BR-167,742.0,43,1,0,7.5,7,95889.0,employed,122,5.0,47,70019,C,41,0.037,0,,-1678.4439024390242,1149.0319187056514,-4265.65,146.88,-1662.3773170731708,0,0.0,1809.9671929824558,7.0,-30.497142857142858,48.88118271696711,-213.48000000000002,6.0,-232.56,1.0,19.08,0.08204334365325076,0.17073170731707318,5.39,8.39,0.0,7.14,0.0,0.0,0.0,158.56,5.39,165.7,0.03150388684318196,0.0,2.0,0.0,3.0,0.0,0.6,1.0,-0.913333333333334,1.0,-360.60833333333335,3.0,-946.8516666666666,0.14285714285714285,0.9979814000432558,8.0
ACC-00001112,CUST-1001112,loan,2021-10-04,27813,active,BR-136,850.0,79,2,0,54.4,6,58581.0,student,0,30.5,70,80089,B,27,0.0021,0,,-33335.056296296294,851.2073711460957,-34459.38,-31918.56,-33302.01851851852,0,0.0,-739.395416666659,9.0,-26.116666666666664,75.27325936214001,-235.04999999999998,6.0,-342.3,3.0,107.25,0.3133216476774759,0.3333333333333333,43.07,92.66,0.0,0.0,0.0,203.89,0.0,0.0,246.95999999999998,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,-33992.29666666666,1.0,-33430.62666666666,2.0,-33330.07666666667,0.3333333333333333,-0.01986794505988037,81.0
ACC-00001113,CUST-1001113,checking,2022-05-03,0,active,BR-166,695.0,80,3,0,37.4,7,18869.0,employed,25,130.3976810655489,66,80063,B,20,0.0479,0,,-323.9615,601.4676318742086,-1000.0,490.08,-302.58000000000004,35,1.75,359.02137254901953,15.0,190.996,841.1076885767108,2864.94,9.0,-462.83,6.0,3327.77,7.190048181837824,0.75,19.29,197.42,0.0,67.16,0.0,0.0,160.78,0.0,180.07,67.16,0.7283501193220887,1.0,1.0,1.0,2.0,1.0,0.5,3.0,-18.793333333333333,5.0,-390.23,11.0,-592.025,0.06666666666666667,0.9666231047032869,18.0
ACC-00001114,CUST-1001114,checking,2020-09-09,0,active,,514.0,68,1,2,24.9,1,34650.0,employed,50,18.6,57,90077,A,40,0.1392,0,,7438.411,725.7997667641342,6023.15,8627.84,7455.1767500000005,0,0.0,878.2511711711713,5.0,-80.35600000000001,139.14443693515022,-401.78000000000003,5.0,-401.78000000000003,0.0,0.0,0.0,0.125,0.0,0.0,66.05,0.0,0.0,0.0,0.0,328.74,0.0,394.79,0.0,0.0,1.0,1.0,2.0,0.0,0.75,0.0,8250.793333333333,0.0,7721.026666666668,2.0,7139.911666666667,-0.3333333333333333,0.15556580427289038,252.0
ACC-00001115,CUST-1001115,savings,2023-05-24,0,active,,658.0,71,0,1,9.2,3,41809.0,employed,77,22.4,40,90015,A,7,0.06,0,,5090.35125,359.3307717902228,4693.44,5769.12,5082.9475,0,0.0,-270.8233333333328,8.0,11.204999999999998,50.036324519578486,89.63999999999999,6.0,-76.03,2.0,165.67,2.1790082862028144,1.1428571428571428,0.0,58.6,0.0,0.0,0.0,0.0,0.0,4.58,0.0,4.58,0.0,1.0,0.0,3.0,0.0,0.0,0.75,5.0,4921.086666666667,6.0,5063.468333333333,8.0,5090.35125,1.0,-0.03324551283577865,33.0
ACC-00001116,CUST-1001116,credit_card,2020-10-25,8799,active,,769.0,32,2,0,25.7,5,110175.0,self_employed,24,10.1,80,80050,B,38,0.0209,0,,983.9807692307693,1555.074965677124,-1687.17,3455.35,1004.9923076923076,0,0.0,-36.714999999999804,12.0,-108.005,279.7531539671098,-1296.06,9.0,-1615.62,3.0,319.56,0.19779403572622276,0.3157894736842105,37.66,2.19,67.59,929.86,57.55,0.0,520.77,0.0,615.98,997.45,0.38178290970169143,1.0,0.0,2.0,6.0,0.0,0.8888888888888888,0.0,950.09,3.0,958.895,4.0,1430.0258333333334,-0.5,-0.3353788744787393,108.0
ACC-00001117,CUST-1001117,credit_card,2020-08-20,15210,active,BR-181,660.0,40,0,0,15.7,4,61487.0,employed,30,13.2,75,70018,C,40,0.07,0,,-1477.830975609756,466.13692051158574,-2728.8,-767.82,-1453.2858536585366,0,0.0,-381.83842105263125,6.0,61.655,195.93628410787014,369.93,4.0,-96.25,2.0,466.18,4.843428571428571,0.15,0.0,0.0,3.05,0.0,0.0,54.34,0.0,38.86,54.34,41.91,0.5645714285714286,1.0,1.0,2.0,0.0,0.0,0.5,0.0,-1831.7299999999998,0.0,-1651.6983333333335,1.0,-1412.2508333333335,-0.2,-0.2968186232568997,203.0
ACC-00001118,CUST-1001118,savings,2019-04-19,0,active,BR-182,696.0,42,1,0,69.0,4,37414.0,employed,23,24.9,74,80038,B,57,0.0485,0,,5498.972456140351,1309.5934448594567,2904.1,7875.32,5522.101228070176,0,0.0,-1769.0116666666659,10.0,-22.041999999999998,146.46800399935665,-220.42,7.0,-523.6,3.0,303.18,0.5790297937356761,0.17543859649122806,3.37,0.0,0.0,339.56,96.05,0.0,34.4,26.44,133.82,366.0,0.2677363850986355,2.0,1.0,2.0,1.0,0.0,0.5,1.0,3823.066666666667,1.0,4020.0183333333334,2.0,4077.443333333333,0.3333333333333333,-0.06237101900806912,72.0
ACC-00001119,CUST-1001119,checking,2023-05-25,0,closed,,740.0,124,1,0,61.1,3,71392.0,employed,12,10.1,47,90072,A,7,0.0244,0,,3958.4425,310.4863655046477,3459.91,4502.88,4004.7925,0,0.0,-155.11333333333323,5.0,-3.2640000000000002,40.94934285187004,-16.32,3.0,-92.94,2.0,76.62,0.8244028405422854,0.7142857142857143,36.1,0.0,40.12,0.0,16.72,0.0,0.0,0.0,52.82,40.12,0.5683236496664514,0.0,0.0,1.0,2.0,0.0,1.0,4.0,3861.4966666666664,5.0,3941.4300000000003,5.0,3958.4425,1.2222222222222223,-0.02448471807163096,1.0
ACC-00001120,CUST-1001120,checking,2020-08-25,0,active,BR-118,715.0,44,2,0,12.5,4,114199.0,employed,36,10.7,47,80035,B,40,0.0326,0,,7282.778292682926,1166.3595736112052,5634.67,9986.67,7315.283658536586,0,0.0,-1345.441929824562,6.0,-62.85166666666667,93.4523098519596,-377.11,6.0,-377.11,0.0,0.0,0.0,0.15,9.03,0.0,109.09,0.0,1.0,240.37,0.0,0.0,250.4,109.09,0.6965423238476731,3.0,0.0,1.0,1.0,0.0,0.4,1.0,6035.783333333333,2.0,5890.536666666667,3.0,6086.278333333333,0.14285714285714285,-0.008295168585194187,80.0
ACC-00001121,CUST-1001121,credit_card,2021-07-18,21087,active,BR-139,765.0,68,2,0,34.1,6,18365.0,employed,21,46.2,33,80032,B,29,0.0307,0,,-4153.394,1739.866141701315,-7074.79,-1329.98,-4121.830666666667,0,0.0,-2617.825185185186,9.0,-34.29777777777778,196.18398933002777,-308.68,7.0,-725.04,2.0,416.36,0.5742579719739601,0.3103448275862069,309.37,0.0,5.22,0.0,0.0,3.87,2.35,359.13,315.59000000000003,364.35,0.4641438950495632,1.0,0.0,2.0,2.0,0.0,0.8,0.0,-6509.436666666667,3.0,-6434.599999999999,4.0,-5818.184166666667,-0.5,-0.11878855870546581,97.0
ACC-00001122,CUST-1001122,checking,2021-05-18,0,active,BR-101,717.0,65,3,0,43.4,3,54051.0,employed,25,1.5,73,90020,A,31,0.0257,0,,5384.1428125,1119.930213900832,3563.69,7420.83,5401.8234375,0,0.0,1393.7918390804598,6.0,84.60666666666668,259.4693873786784,507.6400000000001,3.0,-231.85,3.0,739.49,3.1895190856157,0.1935483870967742,0.0,0.0,209.51,0.0,2.73,0.0,0.0,0.0,2.73,209.51,0.012862796833773088,0.0,0.0,2.0,0.0,0.0,1.0,1.0,6647.266666666666,2.0,6914.175,2.0,5811.446666666667,0.3333333333333333,0.14379830868699006,69.0
ACC-00001123,CUST-1001123,checking,2023-01-01,0,active,BR-110,766.0,41,0,0,23.2,5,60202.0,employed,12,18.2,70,90078,A,12,0.0184,0,,8771.541666666666,546.2621663273108,7962.28,9786.16,8805.818333333335,0,0.0,-867.0422222222232,6.0,-6.273333333333336,85.98476787586664,-37.640000000000015,3.0,-235.35000000000002,3.0,197.70999999999998,0.8400679838538345,0.5,0.0,33.2,97.64,0.0,0.0,104.51,0.0,0.0,104.51,97.64,0.5169923324264161,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,2.0,8121.259999999999,4.0,8548.47,6.0,8771.541666666666,0.2,-0.0741269396459597,69.0
ACC-00001124,CUST-1001124,savings,2021-06-10,0,closed,BR-179,693.0,64,3,0,20.9,6,42706.0,self_employed,15,3.5,74,90051,A,31,0.0288,0,,7656.841290322581,750.561634203534,6063.02,9038.72,7682.750967741936,0,0.0,-277.6580952380955,2.0,-3.1550000000000002,1.364716087690037,-6.3100000000000005,2.0,-6.3100000000000005,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,4.12,0.0,0.0,4.12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7406.053333333333,0.0,7719.201666666667,1.0,8171.689166666667,-0.2,-0.09368224065783329,235.0
ACC-00001125,CUST-1001125,credit_card,2020-03-01,34058,active,BR-139,711.0,63,0,0,56.8,2,66318.0,employed,8,12.5,80,70038,C,46,0.0576,0,,-4027.253695652174,665.0423850297351,-5432.11,-2321.91,-4007.3560869565217,0,0.0,435.5775968992248,6.0,-41.38,96.11097481557452,-248.28000000000003,5.0,-272.2,1.0,23.92,0.0878765613519471,0.13043478260869565,253.42000000000002,6.69,0.0,0.0,4.25,0.0,0.0,0.0,257.67,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.5,0.0,-3620.0833333333335,1.0,-4062.161666666667,1.0,-4135.734166666666,-0.2,0.12465167268624329,116.0
ACC-00001126,CUST-1001126,credit_card,2023-08-02,33523,dormant,,544.0,20,2,2,44.9,3,64845.0,employed,22,9.3,80,90063,A,5,0.1241,0,,-1990.1680000000001,218.46738216493551,-2272.12,-1729.57,-1965.726,0,0.0,-226.87166666666644,1.0,4.79,0.0,4.79,0.0,0.0,1.0,4.79,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2080.9166666666665,1.0,-1990.1680000000001,1.0,-1990.1680000000001,-0.2,-0.04557559516156667,103.0
ACC-00001127,CUST-1001127,checking,2022-04-30,0,active,,705.0,39,1,2,13.8,8,50160.0,employed,32,13.8,28,80016,B,20,0.0763,0,,923.7319047619047,1101.2234498984258,-1000.0,2789.18,961.3171428571428,6,0.2857142857142857,28.66666666666663,9.0,-22.217777777777776,29.420661862786915,-199.95999999999998,8.0,-212.51,1.0,12.55,0.059056044421439,0.45,0.0,0.0,112.23,0.0,0.0,0.0,0.0,21.07,0.0,133.3,0.0,1.0,0.0,2.0,0.0,0.0,0.6666666666666666,2.0,948.3033333333333,5.0,560.0516666666666,6.0,188.52,0.2,4.008987617841564,15.0
ACC-00001128,CUST-1001128,checking,2021-09-23,0,active,BR-192,723.0,51,0,2,6.0,3,63177.0,employed,57,11.2,41,90065,A,27,0.0485,0,,9320.634642857143,1026.6458041187725,6516.62,10626.88,9341.156428571428,0,0.0,438.6764000000003,12.0,-23.418333333333333,69.54020273891712,-281.02,8.0,-359.34,4.0,78.32,0.2179551399788501,0.4444444444444444,47.45,18.29,4.28,12.9,11.04,0.0,233.67,31.71,292.15999999999997,48.89,0.8566485852514294,0.0,0.0,3.0,2.0,3.0,0.625,3.0,9712.31,4.0,9551.518333333333,4.0,9757.1775,1.0,-0.004597938498249319,34.0
ACC-00001129,CUST-1001129,savings,2020-01-28,0,active,BR-153,688.0,74,2,0,29.8,2,111496.0,retired,41,11.8,41,80024,B,47,0.0411,0,,2361.2279166666667,659.3284381788125,777.83,3527.69,2385.159166666667,0,0.0,-542.5791111111109,10.0,-3.8029999999999986,54.06793711002236,-38.02999999999999,9.0,-182.09,1.0,144.06,0.7911472348838486,0.2127659574468085,12.0,16.86,0.0,21.82,0.0,9.49,3.95,0.0,25.439999999999998,21.82,0.5382987727465086,0.0,0.0,1.0,3.0,1.0,0.8,0.0,1852.5600000000002,0.0,2023.7733333333333,0.0,2314.8508333333334,0.0,-0.19962029793945418,502.0
ACC-00001130,CUST-1001130,savings,2021-02-07,0,active,,544.0,81,4,0,27.2,2,30403.0,self_employed,52,8.9,30,80020,B,35,0.0774,0,,6537.978,622.6267923119804,5105.85,7484.87,6556.173714285714,0,0.0,537.3652083333327,10.0,-18.06,17.631042699360314,-180.6,8.0,-190.36,2.0,9.76,0.0512712754780416,0.2857142857142857,44.1,39.16,0.0,0.0,13.28,42.620000000000005,0.0,0.0,100.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.3333333333333333,0.0,7029.283333333333,1.0,7076.993333333333,4.0,6993.255833333334,-0.5,0.005151012610705318,121.0
ACC-00001131,CUST-1001131,checking,2020-04-19,0,active,BR-141,754.0,23,0,0,7.9,5,38010.0,employed,25,11.1,26,90034,A,45,0.02,0,,7118.808444444445,638.5629564247994,5634.52,8268.37,7145.810666666666,0,0.0,-1308.9161904761904,7.0,51.82285714285715,206.73207957114332,362.76000000000005,6.0,-155.82,1.0,518.58,3.3280708509819026,0.15555555555555556,46.449999999999996,0.0,0.0,54.74,1.95,0.0,44.89,0.0,93.28999999999999,54.74,0.6302100925488077,1.0,1.0,1.0,2.0,0.0,0.6,0.0,5897.153333333333,0.0,6311.240000000001,2.0,6353.866666666666,-0.3333333333333333,-0.07186827942888913,321.0
ACC-00001132,CUST-1001132,checking,2019-08-28,0,closed,BR-159,789.0,30,2,0,6.7,7,36249.0,employed,19,1.9,55,80079,B,52,0.0141,0,,147.58867924528303,1049.7821157672486,-1000.0,2795.18,185.57490566037737,69,1.3018867924528301,-467.8861333333333,2.0,-68.035,79.04746706884416,-136.07,2.0,-136.07,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,123.93,0.0,0.0,12.14,0.0,0.0,12.14,123.93,0.08921878444918058,0.0,0.0,2.0,0.0,0.0,1.0,0.0,-293.81333333333333,0.0,-448.3866666666666,0.0,-631.3033333333333,0.0,0.5337469885234407,640.0
ACC-00001134,CUST-1001134,credit_card,2020-12-23,39870,active,BR-113,802.0,40,1,0,4.7,6,17738.0,self_employed,80,25.4,29,80094,B,36,0.0147,0,,-1719.4597297297298,1166.3389726058924,-3431.54,48.44,-1691.5532432432433,0,0.0,-1411.082352941176,15.0,204.67933333333335,1018.0887434618897,3070.19,11.0,-969.47,4.0,4039.66,4.166874684105748,0.4166666666666667,343.28999999999996,0.0,14.01,406.63,194.08,3.57,7.89,0.0,548.83,420.64,0.5661134434278523,3.0,2.0,2.0,4.0,0.0,0.5454545454545454,1.0,-3016.1299999999997,5.0,-2812.681666666667,6.0,-2670.9908333333333,-0.2,-0.1291692929335772,22.0
ACC-00001135,CUST-1001135,savings,2022-02-07,0,active,BR-106,649.0,27,1,0,16.8,8,24732.0,retired,99,31.6,52,90069,A,23,0.046,0,,2118.593913043478,869.0011371984353,934.61,3555.47,2158.466086956522,0,0.0,1183.9435,12.0,207.65083333333334,397.76525638893037,2491.81,6.0,-98.98,6.0,2590.79,26.174883814912103,0.5217391304347826,0.0,6.9,17.37,0.0,60.2,7.5,7.01,0.0,74.71000000000001,17.37,0.8113596872284969,0.0,0.0,4.0,2.0,0.0,1.0,1.0,3148.11,3.0,3253.713333333333,8.0,2423.4391666666666,-0.3333333333333333,0.2989024609471539,75.0
ACC-00001136,CUST-1001136,savings,2019-11-27,0,active,BR-132,780.0,22,2,0,30.3,6,-45338.0,employed,80,8.0,51,90071,A,49,0.0145,0,,3749.3138,1614.684675834592,770.88,5680.81,3776.8496,0,0.0,-880.5891489361707,10.0,-1.8150000000000013,59.71647404378646,-18.150000000000013,8.0,-200.0,2.0,181.85,0.90925,0.20408163265306123,14.13,85.69,0.0,0.0,17.5,0.0,0.0,0.0,31.630000000000003,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2921.56,0.0,2751.375,2.0,2154.5133333333333,-0.3333333333333333,0.35585336207616436,188.0
ACC-00001137,CUST-1001137,loan,2022-09-22,29625,active,BR-104,775.0,67,0,0,7.1,10,54302.0,employed,20,11.5,80,90083,A,15,0.0149,0,,-24694.30375,790.9988080637878,-25968.38,-23729.69,-24666.140625,0,0.0,-1317.6856410256478,12.0,7.347500000000004,243.04818579955403,88.17000000000004,10.0,-700.5799999999999,2.0,788.75,1.1258528647691914,0.8,1.52,3.98,613.8299999999999,0.0,37.14,0.0,26.89,17.22,65.55000000000001,631.05,0.09409991386735575,1.0,1.0,1.0,5.0,2.0,0.6,1.0,-25764.923333333336,3.0,-25497.99,10.0,-24987.436666666665,-0.42857142857142855,-0.03111385786305711,41.0
ACC-00001138,CUST-1001138,savings,2019-06-24,0,closed,BR-183,772.0,20,3,1,26.7,6,62511.0,unemployed,0,8.5,79,70030,C,55,0.0448,0,,5942.893999999999,873.1482484083202,3674.62,7491.54,5966.364909090909,0,0.0,219.1742948717947,5.0,-23.648000000000003,20.60210838725008,-118.24000000000001,5.0,-118.24000000000001,0.0,0.0,0.0,0.09090909090909091,27.56,0.0,0.0,0.0,0.0,0.0,0.0,56.99,27.56,56.99,0.3259609698403312,1.0,0.0,0.0,1.0,0.0,0.5,0.0,6150.113333333334,0.0,6500.118333333333,0.0,6351.685833333333,0.0,-0.031730279961638165,395.0
ACC-00001139,CUST-1001139,loan,2019-03-06,34916,active,BR-174,768.0,55,0,2,40.6,5,21078.0,employed,41,51.2,35,90042,A,58,0.0495,1,2024-06-12,-29549.10482758621,1233.1067029657625,-31980.67,-27210.44,-29525.14224137931,0,0.0,156.5664242424209,10.0,14.619000000000003,129.47901901681038,146.19000000000003,6.0,-372.86,4.0,519.05,1.3920774553451696,0.1724137931034483,0.0,34.82,0.0,0.0,0.46,0.0,2.06,62.87,2.52,62.87,0.03853800275271448,1.0,0.0,0.0,3.0,0.0,0.75,0.0,-29400.63666666667,0.0,-29127.199999999997,0.0,-28854.82416666667,0.0,-0.01891515892415595,426.0
ACC-00001140,CUST-1001140,credit_card,2022-02-23,16543,active,BR-116,647.0,45,0,3,41.3,3,27890.0,self_employed,30,32.3,27,80048,B,22,0.1392,0,,-5583.78695652174,471.2994119495087,-6258.96,-3970.67,-5555.869565217391,0,0.0,-64.71783333333224,15.0,-26.097333333333335,39.90537494528537,-391.46000000000004,12.0,-415.63,3.0,24.17,0.05815268387748719,0.6818181818181818,70.13,0.0,7.25,149.26,0.0,5.6,0.0,176.09,75.72999999999999,332.6,0.1854627384713344,3.0,1.0,4.0,3.0,0.0,0.6363636363636364,1.0,-5640.063333333333,3.0,-5701.713333333333,4.0,-5760.500833333333,0.0,0.02090384146144791,49.0
ACC-00001141,CUST-1001141,savings,2023-10-21,0,active,BR-188,666.0,91,2,0,35.8,3,65594.0,employed,27,6.5,31,80083,B,2,0.047,0,,7595.823333333334,343.7344395508446,7303.25,7974.39,7647.366666666666,0,0.0,0.0,7.0,-29.082857142857144,84.41997605509526,-203.58,5.0,-278.26,2.0,74.68,0.2683820886940272,3.5,34.47,0.0,214.64000000000001,0.0,0.0,0.0,24.38,0.0,58.849999999999994,214.64000000000001,0.21518154228673805,0.0,0.0,2.0,2.0,0.0,1.0,7.0,7595.823333333334,7.0,7595.823333333334,7.0,7595.823333333334,1.9090909090909092,0.0,7.0
ACC-00001142,CUST-1001142,credit_card,2019-05-11,15170,dormant,BR-183,651.0,85,0,0,34.9,4,68175.0,employed,4,5.7,80,90077,A,56,0.0385,0,,-369.3710714285714,1166.9449750830406,-2642.74,1895.93,-346.27,0,0.0,-1561.1732075471696,2.0,-7.205,2.0576807332528535,-14.41,2.0,-14.41,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,5.75,0.0,0.0,8.66,0.0,0.0,8.66,5.75,0.600971547536433,1.0,0.0,0.0,1.0,0.0,0.5,0.0,-1846.9099999999999,0.0,-1770.9466666666667,0.0,-1044.295,0.0,-0.7678358740833925,424.0
ACC-00001143,CUST-1001143,loan,2022-04-28,12275,active,BR-183,738.0,54,1,0,60.2,3,65046.0,employed,96,11.3,49,80068,B,20,0.0312,0,,-9972.134285714286,750.7794649600602,-10874.66,-8669.32,-9955.856190476192,0,0.0,969.4855555555569,14.0,-2.86,216.63603844662165,-40.04,10.0,-883.62,4.0,843.5799999999999,0.9546864036576809,0.7,0.0,0.0,174.26,171.61,450.36,80.17,0.0,0.0,530.53,345.87,0.6053514376996805,0.0,3.0,2.0,2.0,2.0,0.4444444444444444,3.0,-9141.146666666666,7.0,-9506.685,9.0,-10064.846666666666,0.23076923076923078,0.09176575310439203,31.0
ACC-00001144,CUST-1001144,checking,2021-11-19,0,active,BR-178,799.0,35,2,1,44.2,6,44298.0,employed,126,12.8,40,80060,B,25,0.0222,0,,5670.468846153846,714.7053230602215,4501.81,6890.21,5698.299230769231,0,0.0,-1065.2111594202897,8.0,-89.3725,231.0056919366769,-714.98,7.0,-766.6800000000001,1.0,51.7,0.06743360985026348,0.32,0.0,0.0,28.25,0.0,0.0,2.21,676.4,0.0,678.61,28.25,0.9600345188580482,2.0,1.0,1.0,1.0,0.0,0.4,2.0,4728.166666666667,3.0,4885.375,4.0,5055.175833333334,0.5,-0.06467519671899596,24.0
ACC-00001145,CUST-1001145,savings,2019-11-27,0,active,BR-179,680.0,56,1,0,16.4,8,95703.0,employed,27,2.9,48,80084,B,49,0.0382,0,,1750.3868,993.7258853229995,-333.03,4024.63,1770.521,6,0.12,-9.024964539007215,12.0,47.8125,148.49241622049257,573.75,7.0,-236.32,5.0,810.07,3.427852064996615,0.24489795918367346,39.48,5.15,0.0,56.69,0.0,71.95,0.0,0.0,111.43,56.69,0.6628003806804663,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1741.9033333333334,1.0,1460.6583333333335,3.0,1161.2483333333332,0.14285714285714285,0.49959632838076795,52.0
ACC-00001146,CUST-1001146,loan,2020-06-16,4094,active,BR-136,690.0,43,2,1,30.7,5,63531.0,employed,23,8.4,60,90018,A,43,0.0474,0,,-9578.568139534884,586.7847218133751,-10978.55,-8748.32,-9550.858372093022,0,0.0,339.37191666666513,11.0,72.74,381.1048134043967,800.14,10.0,-414.83,1.0,1214.97,2.9288383193115255,0.2558139534883721,145.83,0.0,0.0,0.0,68.36,11.28,127.65,31.36,353.12,31.36,0.9184352892218061,3.0,3.0,1.0,1.0,1.0,0.2222222222222222,0.0,-9262.873333333335,0.0,-9119.133333333333,2.0,-9161.3825,-0.3333333333333333,-0.011076904214961021,303.0
