account_id,customer_id,account_type,open_date,credit_limit,status,branch_code
ACC-00000866,CUST-1000866,savings,2024-04-14,0,suspended,BR-193
ACC-00000867,CUST-1000867,checking,2020-04-18,0,active,
ACC-00000870,CUST-1000870,loan,2023-01-11,13392,active,BR-152
ACC-00000872,CUST-1000872,checking,2019-12-22,0,active,BR-169
ACC-00000873,CUST-1000873,savings,2023-10-19,0,active,BR-183
ACC-00000876,CUST-1000876,checking,2024-12-13,0,active,BR-169
ACC-00000877,CUST-1000877,credit_card,2021-03-07,45724,active,BR-195
ACC-00000879,CUST-1000879,checking,2022-02-20,0,active,BR-145
ACC-00000880,CUST-1000880,checking,2020-06-05,0,active,BR-105
ACC-00000881,CUST-1000881,checking,2024-02-26,0,active,BR-158
ACC-00000883,CUST-1000883,checking,2025-05-12,0,active,BR-176
ACC-00000884,CUST-1000884,checking,2025-02-09,0,active,BR-101
ACC-00000886,CUST-1000886,checking,2025-08-13,0,active,BR-137
ACC-00000890,CUST-1000890,checking,2019-12-02,0,dormant,BR-173
ACC-00000892,CUST-1000892,credit_card,2019-03-21,14998,active,BR-194
ACC-00000894,CUST-1000894,checking,2023-11-24,0,active,BR-134
ACC-00000898,CUST-1000898,credit_card,2025-01-30,33726,active,BR-185
ACC-00000901,CUST-1000901,checking,2024-01-14,0,active,BR-131
ACC-00000903,CUST-1000903,checking,2026-01-24,0,active,BR-179
ACC-00000906,CUST-1000906,credit_card,2019-11-13,19782,active,BR-118
ACC-00000907,CUST-1000907,credit_card,2024-12-06,13721,dormant,BR-173
ACC-00000910,CUST-1000910,checking,2024-10-26,0,active,BR-110
ACC-00000911,CUST-1000911,savings,2024-02-09,0,active,BR-154
ACC-00000912,CUST-1000912,checking,2025-11-07,0,closed,BR-162
ACC-00000914,CUST-1000914,savings,2025-10-09,0,active,BR-149
ACC-00000915,CUST-1000915,savings,2023-10-25,0,active,BR-141
ACC-00000919,CUST-1000919,credit_card,2023-07-14,13427,active,
ACC-00000920,CUST-1000920,checking,2022-08-23,0,active,BR-186
ACC-00000922,CUST-1000922,savings,2022-02-25,0,active,BR-140
ACC-00000923,CUST-1000923,credit_card,2019-08-03,21566,active,BR-188
ACC-00000925,CUST-1000925,savings,2024-07-04,0,active,BR-164
ACC-00000927,CUST-1000927,checking,2019-02-09,0,active,BR-175
ACC-00000928,CUST-1000928,savings,2022-07-29,0,active,
ACC-00000929,CUST-1000929,savings,2025-12-29,0,active,BR-180
ACC-00000933,CUST-1000933,loan,2022-01-30,43229,active,BR-142
ACC-00000934,CUST-1000934,savings,2024-05-28,0,active,BR-139
ACC-00000937,CUST-1000937,checking,2025-01-06,0,active,BR-193
ACC-00000940,CUST-1000940,savings,2020-07-01,0,active,BR-125
ACC-00000941,CUST-1000941,checking,2025-03-29,0,active,BR-139
ACC-00000948,CUST-1000948,loan,2025-08-03,21354,active,BR-158
ACC-00000951,CUST-1000951,savings,2022-09-15,0,suspended,BR-172
ACC-00000953,CUST-1000953,checking,2025-03-21,0,active,BR-180
ACC-00000958,CUST-1000958,checking,2026-01-24,0,active,BR-148
ACC-00000960,CUST-1000960,credit_card,2021-05-16,47040,active,BR-118
ACC-00000961,CUST-1000961,checking,2022-11-01,0,active,BR-197
ACC-00000962,CUST-1000962,savings,2021-01-27,0,active,
ACC-00000964,CUST-1000964,checking,2022-12-14,0,active,BR-149
ACC-00000965,CUST-1000965,checking,2023-11-06,0,active,BR-109
ACC-00000968,CUST-1000968,checking,2022-03-23,0,active,BR-139
ACC-00000969,CUST-1000969,savings,2021-11-11,0,active,BR-155
ACC-00000972,CUST-1000972,loan,2021-10-06,6552,closed,BR-155
ACC-00000973,CUST-1000973,credit_card,2020-07-18,1627,active,BR-138
ACC-00000974,CUST-1000974,checking,2023-02-23,0,active,BR-135
ACC-00000975,CUST-1000975,checking,2020-10-21,0,active,BR-195
ACC-00000976,CUST-1000976,checking,2022-01-07,0,suspended,BR-125
ACC-00000979,CUST-1000979,savings,2021-11-23,0,closed,BR-186
ACC-00000981,CUST-1000981,checking,2024-01-27,0,active,BR-110
ACC-00000982,CUST-1000982,credit_card,2024-12-18,12989,closed,BR-195
ACC-00000984,CUST-1000984,checking,2023-09-23,0,active,BR-139
ACC-00000985,CUST-1000985,credit_card,2019-02-01,14780,active,BR-123
ACC-00000990,CUST-1000990,credit_card,2025-02-15,7589,active,BR-152
ACC-00000996,CUST-1000996,checking,2024-11-15,0,active,BR-138
ACC-00000997,CUST-1000997,loan,2023-01-19,29128,dormant,BR-131
ACC-00000999,CUST-1000999,loan,2025-01-20,46939,active,
