account_id,customer_id,account_type,open_date,credit_limit,status,branch_code,fico_score,credit_history_months,num_inquiries_6mo,num_delinquencies_24mo,credit_utilization_pct,num_active_credit_lines,annual_income,employment_status,employment_tenure_months,debt_to_income_ratio,age,zip_code,region,account_tenure_months,default_probability,defaulted,default_date
ACC-00000824,CUST-1000824,loan,2020-12-04,2536,active,BR-146,535.0,67,2,0,19.2,3,62230.0,employed,53,6.2,59,80060,B,37,0.0723,0,
ACC-00000825,CUST-1000825,checking,2023-07-19,0,active,BR-139,829.0,95,1,1,33.1,3,41728.0,employed,26,29.6,40,90067,A,5,0.0096,0,
ACC-00000826,CUST-1000826,savings,2019-04-18,0,active,BR-143,604.0,50,2,0,50.8,5,53635.0,self_employed,49,13.9,51,80035,B,57,0.0664,0,
ACC-00000827,CUST-1000827,checking,2023-01-03,0,closed,BR-193,816.0,22,2,0,32.6,11,,employed,3,30.5,24,90055,A,12,0.0101,0,
ACC-00000828,CUST-1000828,credit_card,2020-04-28,33467,active,BR-149,737.0,54,0,0,42.8,5,22075.0,unemployed,0,44.2,26,80073,B,44,0.0418,0,
ACC-00000829,CUST-1000829,savings,2020-10-08,0,dormant,BR-110,611.0,48,0,0,20.6,4,15293.0,employed,19,35.6,64,70009,C,39,0.1062,0,
ACC-00000830,CUST-1000830,loan,2021-10-22,22990,active,,698.0,51,1,0,53.7,5,38489.0,employed,20,18.9,80,80030,B,26,0.0439,0,
ACC-00000831,CUST-1000831,checking,2021-01-17,0,closed,BR-153,530.0,74,1,0,50.2,3,36049.0,employed,35,23.0,45,70088,C,35,0.1387,0,
ACC-00000832,CUST-1000832,loan,2023-01-18,20413,active,BR-164,743.0,80,2,1,30.7,4,179383.0,employed,42,1.9,59,80097,B,11,0.038,0,
ACC-00000833,CUST-1000833,savings,2023-09-30,0,active,BR-164,692.0,102,2,0,18.2,4,94817.0,employed,4,9.7,26,90095,A,3,0.0327,0,
ACC-00000834,CUST-1000834,checking,2020-11-19,0,active,BR-104,567.0,55,1,0,8.5,6,30827.0,employed,24,21.1,44,70042,C,37,0.108,0,
ACC-00000835,CUST-1000835,savings,2021-08-27,0,closed,BR-131,655.0,37,3,0,42.6,7,60415.0,employed,13,9.0,49,90020,A,28,0.0397,0,
ACC-00000836,CUST-1000836,checking,2020-05-20,0,active,BR-127,701.0,168,1,0,53.4,2,39652.0,employed,49,14.9,42,80000,B,44,0.0416,0,
ACC-00000837,CUST-1000837,checking,2020-09-03,0,active,BR-114,758.0,5,2,0,32.5,1,40011.0,employed,82,36.5,28,80091,B,40,0.0314,0,
ACC-00000838,CUST-1000838,checking,2022-12-11,0,active,BR-194,639.0,101,2,0,26.2,6,23399.0,employed,41,45.4,74,80006,B,12,0.0683,0,
ACC-00000839,CUST-1000839,loan,2023-02-07,28147,closed,BR-144,707.0,117,2,0,32.0,3,40160.0,retired,12,23.4,80,70035,C,10,0.0608,0,
ACC-00000840,CUST-1000840,savings,2021-10-24,0,closed,BR-193,814.0,55,1,0,40.0,3,85426.0,student,0,8.8,80,80028,B,26,0.0105,0,
ACC-00000841,CUST-1000841,credit_card,2023-01-18,13424,active,BR-182,776.0,109,2,2,14.7,4,89024.0,employed,60,3.7,49,70085,C,11,0.0526,0,
ACC-00000842,CUST-1000842,savings,2022-10-20,0,active,BR-115,654.0,36,2,0,36.0,5,71007.0,employed,20,13.9,52,90059,A,14,0.041,0,
ACC-00000843,CUST-1000843,savings,2022-12-10,0,active,BR-149,,47,1,0,14.6,10,42168.0,self_employed,17,14.9,69,80039,B,12,0.0074,0,
ACC-00000844,CUST-1000844,savings,2021-04-17,0,active,BR-123,602.0,31,1,1,37.6,3,71390.0,student,0,6.7,53,80019,B,32,0.0908,0,
ACC-00000845,CUST-1000845,loan,2022-09-17,11238,active,BR-196,794.0,66,4,0,19.1,3,58615.0,employed,59,12.2,80,90083,A,15,0.0119,0,
ACC-00000846,CUST-1000846,savings,06/30/2021,0,active,,640.0,117,1,0,23.5,4,25529.0,employed,82,22.3,80,70039,C,30,0.0852,0,
ACC-00000847,CUST-1000847,checking,2019-09-04,0,active,,625.0,153,1,0,11.3,6,38982.0,employed,61,31.1,55,90051,A,52,0.0503,0,
ACC-00000848,CUST-1000848,checking,2022-05-08,0,active,BR-198,618.0,152,1,0,6.8,7,39109.0,employed,16,13.9,53,80027,B,20,0.0555,0,
ACC-00000849,CUST-1000849,checking,2022-12-18,0,active,BR-124,,47,1,0,40.3,6,41095.0,employed,29,3.8,48,80080,B,12,0.0244,0,
ACC-00000850,CUST-1000850,savings,2019-11-03,0,active,BR-145,680.0,105,1,3,37.1,6,42507.0,employed,27,21.7,39,80022,B,50,0.1202,0,
ACC-00000851,CUST-1000851,checking,2021-09-27,0,active,BR-139,656.0,87,0,0,42.8,7,58963.0,self_employed,42,24.7,29,80017,B,27,0.0596,0,
ACC-00000852,CUST-1000852,credit_card,2022-04-04,44063,active,BR-127,615.0,56,1,0,17.6,6,83266.0,employed,71,6.4,64,70024,C,21,0.0813,0,
ACC-00000853,CUST-1000853,credit_card,2023-10-26,42780,active,BR-170,599.0,69,0,0,27.3,8,158205.0,employed,12,2.5,56,80008,B,2,0.0572,0,
ACC-00000854,CUST-1000854,checking,2023-10-18,0,active,,666.0,27,2,0,47.7,6,50425.0,employed,8,6.0,62,70006,C,2,0.0694,0,
ACC-00000855,CUST-1000855,loan,2023-07-06,43560,active,BR-184,687.0,67,2,0,36.9,6,130612.0,employed,9,3.2,76,80083,B,5,0.0389,0,
ACC-00000856,CUST-1000856,savings,2020-02-06,0,active,BR-109,,99,1,0,22.9,8,31572.0,employed,15,27.0,80,80089,B,47,0.0768,0,
ACC-00000857,CUST-1000857,savings,2020-12-25,0,active,BR-127,676.0,18,0,0,28.5,8,76047.0,employed,34,2.9,37,70046,C,36,0.0615,0,
ACC-00000858,CUST-1000858,savings,2019-06-28,0,active,BR-190,700.0,114,2,0,30.0,6,48824.0,employed,33,28.3,29,90032,A,54,0.037,0,
ACC-00000859,CUST-1000859,savings,2020-05-15,0,closed,BR-117,808.0,42,0,1,12.9,5,72546.0,employed,26,5.4,58,80089,B,44,0.0161,0,
ACC-00000860,CUST-1000860,credit_card,2022-07-17,2994,active,BR-188,626.0,32,1,0,33.3,4,36574.0,employed,44,19.5,28,90094,A,17,0.0515,0,
ACC-00000861,CUST-1000861,savings,2023-05-02,0,closed,BR-149,577.0,60,2,1,18.9,3,49139.0,employed,38,9.2,80,80055,B,8,0.0969,0,
ACC-00000862,CUST-1000862,loan,2022-10-11,39655,active,BR-194,674.0,74,3,0,14.6,8,33415.0,employed,13,4.3,36,90026,A,14,0.0325,0,
ACC-00000863,CUST-1000863,credit_card,2021-04-27,17997,dormant,BR-192,643.0,68,1,0,7.0,3,80438.0,employed,38,5.1,44,90021,A,32,0.0367,0,
ACC-00000864,CUST-1000864,credit_card,2020-12-31,40377,active,BR-117,683.0,141,3,1,25.2,7,15000.0,employed,69,31.1,80,80023,B,36,0.0736,0,
ACC-00000865,CUST-1000865,checking,2021-06-21,0,active,,623.0,35,1,0,20.5,9,118558.0,employed,27,1.4,61,80078,B,30,0.0503,0,
ACC-00000866,CUST-1000866,savings,2020-06-27,0,active,BR-164,742.0,41,1,1,33.6,5,156059.0,employed,57,3.8,44,70077,C,42,0.0591,0,
ACC-00000867,CUST-1000867,savings,2023-06-05,0,active,BR-112,554.0,56,0,0,30.5,6,90568.0,employed,13,1.3,37,80007,B,7,0.068,0,
ACC-00000868,CUST-1000868,checking,2021-01-07,0,active,BR-100,765.0,182,1,0,18.6,3,66449.0,retired,20,6.1,39,80054,B,36,0.0207,1,2024-07-28
ACC-00000869,CUST-1000869,credit_card,2022-07-20,34805,closed,BR-130,713.0,110,4,0,37.3,5,50247.0,self_employed,39,9.7,64,80053,B,17,0.0351,0,
ACC-00000870,CUST-1000870,savings,2019-09-15,0,active,BR-189,749.0,19,1,0,51.3,10,56336.0,self_employed,7,23.5,25,70046,C,52,0.0496,0,
ACC-00000871,CUST-1000871,checking,2023-12-18,0,active,BR-130,850.0,30,3,0,27.3,2,41031.0,self_employed,16,50.6,39,90081,A,0,0.0018,0,
ACC-00000872,CUST-1000872,savings,2022-04-12,0,closed,BR-195,624.0,55,2,0,7.9,1,99131.0,employed,30,5.2,63,80022,B,20,0.0502,0,
ACC-00000873,CUST-1000873,savings,2023-08-29,0,active,BR-162,563.0,163,2,0,19.0,3,,self_employed,21,6.6,65,80084,B,4,0.0662,0,
ACC-00000874,CUST-1000874,checking,2019-07-16,0,active,,751.0,16,1,0,23.2,6,69846.0,self_employed,41,6.5,49,90006,A,54,0.0193,0,
ACC-00000875,CUST-1000875,checking,2022-02-18,0,active,BR-194,743.0,25,3,0,11.3,4,30020.0,employed,50,34.4,33,90092,A,22,0.0262,0,
ACC-00000876,CUST-1000876,checking,2022-12-18,0,active,BR-192,608.0,20,0,0,25.1,5,85461.0,employed,49,2.6,65,90034,A,12,0.0439,0,
ACC-00000877,CUST-1000877,savings,2020-02-24,0,suspended,,753.0,34,2,0,22.9,5,20469.0,employed,22,38.6,32,80093,B,46,0.032,0,
ACC-00000878,CUST-1000878,checking,2020-06-06,0,active,BR-164,621.0,173,1,0,10.6,12,114152.0,unemployed,0,8.9,35,70059,C,43,0.0815,0,
ACC-00000879,CUST-1000879,checking,2021-12-05,0,closed,BR-105,770.0,74,2,0,26.1,6,35933.0,employed,77,11.6,52,80013,B,25,0.0209,0,
ACC-00000880,CUST-1000880,credit_card,2020-02-03,24525,active,BR-136,635.0,67,0,0,46.3,4,47722.0,employed,18,15.9,54,90019,A,47,0.0469,0,
ACC-00000881,CUST-1000881,credit_card,2020-03-10,6870,active,BR-108,787.0,69,0,0,12.7,5,26861.0,employed,27,7.4,51,70087,C,46,0.0234,0,
ACC-00000882,CUST-1000882,credit_card,2021-08-03,21908,closed,BR-180,648.0,121,0,1,29.5,4,118392.0,retired,23,8.8,35,90015,A,29,0.0608,1,2024-12-18
ACC-00000883,CUST-1000883,checking,2022-07-16,0,active,BR-124,662.0,29,3,0,37.2,6,79936.0,employed,76,7.4,29,80011,B,17,0.0491,0,
ACC-00000884,CUST-1000884,savings,2020-04-24,0,active,BR-100,666.0,40,3,1,6.1,4,76209.0,retired,73,7.9,73,70016,C,44,0.0944,0,
ACC-00000885,CUST-1000885,savings,2020-05-13,0,active,BR-109,705.0,17,1,3,13.3,6,40831.0,employed,60,16.2,65,90088,A,44,0.0734,0,
ACC-00000886,CUST-1000886,credit_card,2022-11-12,24081,active,BR-161,620.0,132,0,1,15.0,5,34318.0,employed,54,19.6,61,80093,B,13,0.0888,0,
ACC-00000887,CUST-1000887,loan,2021-04-13,7082,closed,BR-169,647.0,82,1,2,37.2,3,34136.0,employed,14,24.9,65,80027,B,33,0.1165,0,
ACC-00000888,CUST-1000888,checking,2020-12-21,0,active,BR-188,850.0,41,1,0,26.2,7,29685.0,employed,102,36.6,38,70087,C,36,0.0031,0,
ACC-00000889,CUST-1000889,savings,2020-09-01,0,active,BR-185,850.0,98,0,0,24.1,5,82047.0,employed,10,4.8,71,80057,B,40,0.0016,0,
ACC-00000890,CUST-1000890,credit_card,2021-07-10,10002,active,BR-115,582.0,41,3,0,14.2,2,92433.0,employed,25,7.1,80,90003,A,30,0.0491,0,
ACC-00000891,CUST-1000891,savings,2020-08-17,0,closed,BR-141,656.0,70,1,0,10.1,8,63655.0,unemployed,0,6.5,54,90087,A,41,0.0353,0,
ACC-00000892,CUST-1000892,savings,2019-06-02,0,active,BR-173,802.0,43,1,0,26.1,7,184150.0,employed,7,13.5,32,80024,B,55,0.014,0,
ACC-00000893,CUST-1000893,checking,2021-08-18,0,active,BR-156,680.0,91,1,0,10.4,4,73185.0,self_employed,20,4.8,59,90003,A,28,0.0306,0,
ACC-00000894,CUST-1000894,checking,2020-08-18,0,active,BR-150,639.0,90,4,0,59.4,5,24289.0,employed,47,161.63791856051077,58,90052,A,41,0.0612,0,
ACC-00000895,CUST-1000895,checking,2022-10-21,0,active,,792.0,42,0,0,32.5,2,29147.0,unemployed,0,31.3,70,70068,C,14,0.0281,0,
ACC-00000896,CUST-1000896,checking,2019-03-21,0,active,BR-156,614.0,63,1,0,56.3,4,93023.0,self_employed,7,4.2,29,90047,A,58,0.0499,0,
ACC-00000897,CUST-1000897,checking,2020-07-16,0,active,BR-163,621.0,33,1,1,23.2,1,,employed,54,17.8,43,80020,B,42,0.0891,1,2024-04-12
ACC-00000898,CUST-1000898,credit_card,2020-05-07,34238,active,BR-127,825.0,52,2,0,17.4,4,37771.0,self_employed,61,11.2,62,80054,B,44,0.0075,0,
ACC-00000899,CUST-1000899,checking,2021-10-31,0,closed,BR-160,605.0,92,1,1,46.2,4,68502.0,retired,30,7.5,74,90047,A,26,0.074,0,
ACC-00000900,CUST-1000900,checking,2020-05-16,0,active,BR-110,634.0,30,1,1,10.4,6,103688.0,unemployed,0,9.2,32,80052,B,44,0.0783,0,
ACC-00000901,CUST-1000901,credit_card,2021-10-09,6791,closed,BR-197,566.0,68,2,1,18.6,5,45915.0,employed,17,23.5,59,90004,A,27,0.091,0,
ACC-00000902,CUST-1000902,checking,2019-05-03,0,active,BR-122,665.0,73,2,0,51.3,6,37103.0,employed,114,12.7,22,80068,B,56,0.0544,0,
ACC-00000903,CUST-1000903,checking,2019-11-09,0,active,BR-131,637.0,53,2,0,6.7,6,33166.0,employed,21,25.6,57,80028,B,50,0.0563,0,
ACC-00000904,CUST-1000904,checking,2021-01-26,0,active,BR-191,663.0,76,0,0,33.1,6,25848.0,student,0,47.5,50,90035,A,35,0.0503,0,
ACC-00000905,CUST-1000905,loan,05/09/2019,40010,active,BR-142,643.0,46,2,0,11.3,4,80706.0,retired,43,5.5,58,90011,A,56,0.0373,0,
ACC-00000906,CUST-1000906,checking,2021-12-15,0,active,BR-141,632.0,38,1,0,26.9,2,44021.0,self_employed,71,11.9,44,90090,A,24,0.0435,0,
ACC-00000907,CUST-1000907,credit_card,2020-10-31,47160,active,,850.0,86,0,1,21.9,5,35954.0,self_employed,34,20.2,63,80091,B,38,0.0027,0,
ACC-00000908,CUST-1000908,loan,2019-09-17,35950,active,,722.0,100,2,0,18.7,3,20416.0,employed,29,53.2,41,80066,B,52,0.0437,0,
ACC-00000909,CUST-1000909,savings,2020-06-26,0,active,BR-109,726.0,31,3,0,8.4,3,26301.0,self_employed,86,36.7,44,80002,B,42,0.0367,0,
ACC-00000910,CUST-1000910,credit_card,2022-12-05,35051,active,BR-168,729.0,57,3,0,4.5,9,31763.0,student,0,4.0,80,90051,A,13,0.0216,0,
ACC-00000911,CUST-1000911,checking,2022-09-13,0,active,BR-198,663.0,145,0,0,39.8,4,34978.0,employed,12,18.5,51,80042,B,15,0.0514,0,
ACC-00000912,CUST-1000912,savings,2020-06-18,0,closed,BR-198,723.0,55,2,0,19.5,5,33782.0,employed,29,24.3,61,70058,C,43,0.0529,0,
ACC-00000913,CUST-1000913,credit_card,2019-10-21,2008,active,BR-169,728.0,92,3,0,8.2,4,43462.0,self_employed,26,23.4,28,90011,A,51,0.0276,0,
ACC-00000914,CUST-1000914,savings,2023-09-25,0,active,BR-134,736.0,73,2,0,12.0,8,175502.0,employed,7,6.1,79,80068,B,3,0.0266,0,
ACC-00000915,CUST-1000915,credit_card,2023-06-17,8962,active,BR-190,795.0,111,1,0,18.2,4,50267.0,employed,27,8.2,47,80016,B,6,0.0141,0,
ACC-00000916,CUST-1000916,savings,2019-06-07,0,active,,652.0,77,1,1,11.0,7,65099.0,self_employed,10,12.3,53,80025,B,55,0.0713,0,
ACC-00000917,CUST-1000917,credit_card,2021-01-06,2787,active,BR-144,666.0,111,1,0,25.0,5,31710.0,self_employed,24,62.0,38,80079,B,36,0.0671,0,
ACC-00000918,CUST-1000918,credit_card,2019-11-13,7786,active,BR-100,704.0,91,2,1,41.9,3,79110.0,self_employed,24,13.3,63,70018,C,50,0.0877,0,
ACC-00000919,CUST-1000919,savings,2022-07-11,0,active,BR-155,769.0,52,0,0,32.6,2,65258.0,employed,15,9.7,80,80070,B,17,0.0212,0,
ACC-00000920,CUST-1000920,savings,2020-04-28,0,active,BR-184,687.0,65,2,0,8.1,8,19252.0,self_employed,54,18.1,29,90086,A,44,0.0347,0,
ACC-00000921,CUST-1000921,savings,2021-01-07,0,active,BR-170,704.0,212,2,0,52.1,5,29300.0,employed,28,6.8,80,80065,B,36,0.0378,0,
ACC-00000922,CUST-1000922,checking,2021-08-11,0,active,BR-112,681.0,18,2,0,13.3,9,23989.0,employed,36,30.5,79,80035,B,29,0.0477,0,
ACC-00000923,CUST-1000923,savings,2020-06-14,0,active,BR-138,707.0,10,4,0,25.6,5,58762.0,employed,27,8.9,42,80012,B,43,0.0352,0,
ACC-00000924,CUST-1000924,savings,2022-10-31,0,active,,660.0,14,0,0,25.5,2,22720.0,retired,40,35.8,58,80009,B,14,0.0576,0,
ACC-00000925,CUST-1000925,checking,2020-02-02,0,active,BR-182,746.0,61,0,0,31.7,2,29307.0,employed,40,39.9,57,80030,B,47,0.034,0,
ACC-00000926,CUST-1000926,checking,2023-12-13,0,active,BR-123,654.0,15,0,0,41.0,4,82992.0,retired,64,8.7,32,80068,B,0,0.0515,0,
ACC-00000927,CUST-1000927,savings,2022-02-19,0,active,BR-187,814.0,30,2,1,18.5,3,29081.0,unemployed,0,20.1,25,90011,A,22,0.014,0,
ACC-00000928,CUST-1000928,checking,2022-05-27,0,active,BR-153,584.0,98,1,0,30.8,1,,employed,68,12.1,80,80079,B,19,0.0668,0,
ACC-00000929,CUST-1000929,loan,2019-03-12,26517,suspended,BR-167,702.0,120,0,0,77.5,2,52709.0,employed,44,1.4,43,80043,B,58,0.0387,0,
ACC-00000930,CUST-1000930,checking,2023-02-23,0,active,BR-130,655.0,82,2,0,22.0,9,26196.0,employed,43,4.9,80,70049,C,10,0.0677,0,
ACC-00000931,CUST-1000931,checking,2021-08-23,0,active,BR-123,778.0,10,2,0,32.2,7,,employed,16,19.2,49,70002,C,28,0.0309,0,
ACC-00000932,CUST-1000932,checking,2022-09-07,0,closed,BR-129,752.0,71,1,0,24.3,5,103911.0,retired,28,8.4,41,90038,A,16,0.0195,0,
ACC-00000933,CUST-1000933,savings,2022-09-03,0,dormant,BR-136,551.0,30,1,0,18.4,5,74481.0,employed,24,3.1,50,90022,A,16,0.0532,0,
ACC-00000934,CUST-1000934,checking,2020-05-11,0,active,BR-103,781.0,84,2,0,5.0,1,47001.0,employed,20,17.0,20,80018,B,44,0.0198,0,
ACC-00000935,CUST-1000935,chekcing,2023-11-05,0,dormant,,644.0,132,2,0,37.2,5,15000.0,employed,37,37.3,59,90050,A,1,0.052,0,
ACC-00000936,CUST-1000936,chekcing,2020-03-22,0,active,,664.0,80,0,0,13.4,5,46537.0,employed,41,8.4,80,70098,C,46,0.0652,0,
ACC-00000937,CUST-1000937,credit_card,2020-08-20,20500,active,BR-117,592.0,89,3,1,11.1,4,164459.0,employed,43,6.6,22,80089,B,40,0.0954,0,
ACC-00000938,CUST-1000938,savings,2020-12-11,0,active,BR-116,784.0,26,1,1,30.3,3,44653.0,self_employed,64,7.6,51,80066,B,37,0.0257,0,
ACC-00000939,CUST-1000939,checking,2021-07-19,0,closed,BR-105,711.0,38,0,1,30.5,6,38705.0,employed,92,8.6,49,90025,A,29,0.0415,0,
ACC-00000940,CUST-1000940,checking,10/02/2022,0,active,BR-194,735.0,38,1,0,54.0,4,39894.0,employed,32,22.2,59,90072,A,15,0.0277,0,
ACC-00000941,CUST-1000941,credit_card,2023-04-21,10290,active,BR-152,692.0,66,4,1,16.8,6,70930.0,student,0,4.4,53,70037,C,8,0.0814,0,
ACC-00000942,CUST-1000942,credit_card,2020-03-30,4300,active,BR-190,749.0,83,2,0,26.0,5,54283.0,unemployed,0,1.6,35,80016,B,45,0.0242,0,
ACC-00000943,CUST-1000943,credit_card,2023-12-31,45511,active,BR-191,,129,0,0,33.2,10,56599.0,employed,97,25.6,57,70030,C,0,0.0534,0,
ACC-00000944,CUST-1000944,checking,2020-09-05,0,active,BR-129,674.0,54,2,0,17.3,6,35000.0,self_employed,55,6.1,46,80021,B,40,0.0408,0,
ACC-00000945,CUST-1000945,checking,2020-05-08,0,dormant,BR-185,795.0,37,3,0,10.3,6,16129.0,employed,46,54.9,54,70075,C,44,0.0297,0,
ACC-00000946,CUST-1000946,credit_card,2023-07-03,39571,active,BR-172,762.0,77,0,0,45.5,3,114386.0,employed,10,3.9,80,80077,B,6,0.0224,0,
ACC-00000947,CUST-1000947,checking,2020-06-08,0,closed,BR-160,776.0,78,0,0,10.8,6,131718.0,employed,52,4.6,34,90084,A,43,0.0144,0,
ACC-00000948,CUST-1000948,credit_card,2020-12-23,45407,active,BR-159,660.0,81,1,1,20.5,6,34281.0,employed,2,31.3,56,90016,A,36,0.0659,1,2024-03-09
ACC-00000949,CUST-1000949,savings,2023-03-30,0,active,BR-149,,56,1,0,25.4,3,107894.0,employed,12,7.0,36,80071,B,9,0.0385,0,
ACC-00000950,CUST-1000950,checking,2020-01-04,0,active,BR-136,785.0,37,2,0,22.8,0,50467.0,employed,36,25.0,35,80085,B,48,0.0197,0,
ACC-00000951,CUST-1000951,checking,2019-10-21,0,suspended,BR-119,730.0,50,2,0,27.1,5,81737.0,employed,9,4.2,38,80025,B,51,0.0289,0,
ACC-00000952,CUST-1000952,chekcing,2021-07-29,0,closed,BR-198,,58,1,0,34.5,8,30829.0,employed,26,11.8,61,90084,A,29,0.0531,0,
ACC-00000953,CUST-1000953,credit_card,2020-07-04,25866,active,BR-122,632.0,68,0,0,47.6,2,17931.0,self_employed,77,39.0,55,90038,A,42,0.0571,0,
ACC-00000954,CUST-1000954,savings,02/20/2019,0,active,BR-130,,54,0,0,21.8,1,85543.0,employed,3,1.3,56,80025,B,59,0.047,0,
ACC-00000955,CUST-1000955,loan,2023-03-30,40721,active,BR-114,643.0,39,3,0,2.9,6,77195.0,employed,8,12.3,40,80019,B,9,0.0484,1,2024-12-06
ACC-00000956,CUST-1000956,checking,2022-06-12,0,active,BR-177,542.0,70,2,0,13.6,9,29698.0,employed,77,37.9,28,90017,A,18,0.0766,0,
ACC-00000957,CUST-1000957,checking,2020-12-19,0,dormant,BR-128,,85,1,1,18.4,5,53892.0,employed,10,5.9,50,70011,C,36,0.0568,0,
ACC-00000958,CUST-1000958,checking,2023-09-13,0,active,BR-143,785.0,40,3,0,46.8,6,25222.0,employed,167,10.4,54,80004,B,3,0.0181,0,
ACC-00000959,CUST-1000959,checking,2020-12-20,0,active,BR-144,768.0,49,1,0,6.1,6,36049.0,employed,8,12.9,58,80012,B,36,0.0204,0,
ACC-00000960,CUST-1000960,savings,2022-09-03,0,active,BR-131,622.0,19,2,0,26.5,5,99799.0,unemployed,0,16.6,36,70085,C,16,0.0905,0,
ACC-00000961,CUST-1000961,checking,2019-08-31,0,active,BR-129,634.0,22,2,0,32.7,1,49087.0,unemployed,0,30.5,61,90065,A,52,0.0511,0,
ACC-00000962,CUST-1000962,credit_card,2021-04-13,42443,active,BR-140,755.0,52,1,0,64.9,5,79209.0,employed,32,14.6,54,90009,A,33,0.0223,0,
ACC-00000963,CUST-1000963,savings,2021-02-20,0,active,BR-100,604.0,23,2,1,57.0,6,47770.0,employed,36,34.9,80,80010,B,34,0.1198,1,2024-06-10
ACC-00000964,CUST-1000964,savings,2023-10-12,0,active,BR-181,655.0,48,1,0,26.1,5,126426.0,employed,18,2.6,34,80084,B,2,0.046,0,
ACC-00000965,CUST-1000965,savings,2021-07-11,0,active,BR-184,785.0,21,1,0,30.5,4,46933.0,employed,51,19.6,47,70092,C,30,0.0282,0,
ACC-00000966,CUST-1000966,savings,2021-04-06,0,active,BR-180,709.0,51,2,1,12.3,6,17611.0,employed,25,10.5,34,90015,A,33,0.0419,0,
ACC-00000967,CUST-1000967,savings,2021-01-03,0,active,BR-106,689.0,35,4,1,32.6,3,35186.0,employed,39,22.5,54,90019,A,36,0.0542,0,
ACC-00000968,CUST-1000968,checking,2020-04-15,0,active,BR-168,,120,1,0,17.8,5,35123.0,employed,75,19.3,80,90003,A,45,0.002,0,
ACC-00000969,CUST-1000969,savings,2020-09-26,0,active,BR-160,698.0,84,3,0,4.0,7,34677.0,employed,15,35.1,56,90047,A,39,0.0348,0,
ACC-00000970,CUST-1000970,savings,2020-08-13,0,active,BR-134,749.0,50,2,0,52.2,7,49624.0,employed,12,30.9,35,80061,B,41,0.0335,0,
ACC-00000971,CUST-1000971,savings,2019-01-28,0,active,BR-114,559.0,38,1,0,9.6,1,94027.0,employed,17,8.7,72,80028,B,59,0.0666,0,
ACC-00000972,CUST-1000972,savings,2019-10-09,0,active,BR-199,725.0,23,1,1,52.7,10,75935.0,employed,43,11.8,65,90025,A,51,0.041,0,
ACC-00000973,CUST-1000973,checking,06/27/2022,0,active,BR-159,684.0,93,1,0,23.8,7,15000.0,employed,59,42.3,56,80041,B,18,0.0527,0,
ACC-00000974,CUST-1000974,savings,2023-05-13,0,active,BR-115,675.0,65,4,0,22.2,4,48721.0,employed,31,15.0,52,80092,B,7,0.0446,0,
ACC-00000975,CUST-1000975,savngs,2021-07-28,0,dormant,BR-183,747.0,49,2,0,37.4,5,69125.0,self_employed,36,11.3,59,90042,A,29,0.0218,0,
ACC-00000976,CUST-1000976,checking,2023-02-26,0,dormant,BR-118,639.0,121,1,2,18.2,5,56777.0,retired,12,4.9,50,80017,B,10,0.0964,0,
ACC-00000977,CUST-1000977,savings,2019-08-09,0,active,BR-131,651.0,58,0,1,15.7,5,59251.0,self_employed,11,6.4,42,80000,B,53,0.0688,0,
ACC-00000978,CUST-1000978,checking,2020-07-30,0,active,BR-181,824.0,24,1,0,51.3,7,79184.0,retired,70,8.8,40,90012,A,41,0.0066,0,
ACC-00000979,CUST-1000979,savings,2022-12-15,0,active,BR-150,740.0,25,0,0,55.1,8,67387.0,employed,4,27.0,40,90049,A,12,0.0277,0,
ACC-00000980,CUST-1000980,credit_card,2021-10-01,43591,active,,600.0,43,3,0,13.1,8,17148.0,self_employed,33,68.4,38,90052,A,27,0.0726,0,
ACC-00000981,CUST-1000981,checking,2023-04-18,0,active,BR-199,664.0,30,4,0,19.0,7,34730.0,employed,32,35.0,79,70080,C,8,0.0826,0,
ACC-00000982,CUST-1000982,savings,08/12/2019,0,active,BR-111,760.0,16,0,1,26.9,7,151415.0,employed,43,0.7,40,90056,A,53,0.0253,0,
ACC-00000983,CUST-1000983,checking,2022-09-16,0,active,BR-186,644.0,144,1,1,35.3,6,61297.0,employed,35,19.6,52,80037,B,15,0.0845,0,
ACC-00000984,CUST-1000984,checking,2023-08-19,0,active,BR-196,614.0,30,0,0,38.8,4,44590.0,employed,37,17.1,53,70051,C,4,0.0952,1,2024-11-24
ACC-00000985,CUST-1000985,savings,2021-08-21,0,active,BR-173,706.0,72,2,0,39.8,6,168820.0,employed,47,12.4,46,80004,B,28,0.038,0,
ACC-00000986,CUST-1000986,checking,2019-10-25,0,active,BR-103,789.0,86,2,0,14.2,5,62818.0,employed,13,16.5,55,80012,B,50,0.0165,0,
ACC-00000987,CUST-1000987,checking,2022-11-01,0,active,BR-163,250.0,30,4,0,14.1,3,67297.0,employed,25,8.9,30,80066,B,14,0.0286,0,
ACC-00000988,CUST-1000988,checking,2019-03-17,0,active,BR-153,687.0,70,0,0,24.8,4,55437.0,employed,24,10.8,60,80033,B,58,0.0404,0,
ACC-00000989,CUST-1000989,loan,2020-03-15,47116,active,BR-112,691.0,18,0,0,19.8,5,30308.0,employed,50,14.0,51,80080,B,46,0.0401,0,
ACC-00000990,CUST-1000990,checking,2021-04-03,0,closed,BR-196,699.0,21,0,0,21.3,6,33812.0,employed,59,21.0,52,80007,B,33,0.0406,0,
